作业流水号,号牌号码,车架号,保险单开始时间,保险单结束时间,号牌种类,检测站
2018071004543,皖CY9391,LZWADAGA4GB280935,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004544,粤AH8510802,LJ11KAA13H8510802,,,小型汽车,广州市升平机动车检测有限公司
2018071004545,粤A6KG60,LVGBH40K69G320855,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004546,粤A316VV,LGBF1DE03AR274564,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004547,粤A481AC,LGBK22E709Y515253,2017/7/14 0:00,2018/7/13 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004548,粤XCP278,LFMBEC4DXC0112914,2018/7/11 0:00,2019/7/10 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071004549,粤E2K811,LGBP12E25CY112356,2017/8/19 0:00,2018/8/18 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004550,粤AM88D6,LFMG1E721GS009642,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071004551,粤AE922J,LJNMDV1L1AN039433,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市众海机动车检测有限公司
2018071004552,粤A0456U,LVGDA46A7AG058408,2018/5/2 0:00,2019/5/1 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071004553,粤AV568G,LVSHBFAFX9F069035,2018/6/29 0:00,2019/6/28 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004554,粤AD0E16,LJNMDV1L6BN011936,2018/6/25 0:00,2019/6/24 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071004555,粤PF0238,LS4BAB3D77G089388,2017/10/17 0:00,2018/10/16 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071004556,粤A852A8,LFMARE2C970006899,2017/7/13 0:00,2018/7/12 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071004557,粤A2PA20,JTJHK31U962012609,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004558,粤AS6938,LJ11KCBE8E8027606,2018/7/2 0:00,2019/7/1 0:00,大型汽车,广东粤旅汽车检测有限公司检测站
2018071004559,粤A1AK30,LGBH1AE05CY166933,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071004560,粤AW2L28,LEFYECG24CHN37555,2017/9/9 0:00,2018/9/8 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071004561,粤A074Q5,LSGLP83X2EF199075,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071004562,粤A370P3,LHGCP268888030643,2018/5/1 0:00,2019/4/30 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004563,粤AD8E51,LVFAC2AD2BK009333,2017/7/16 0:00,2018/7/15 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004564,粤AE2N03,LGBF1AE03BR044541,2017/8/30 0:00,2018/8/29 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071004565,粤AEX19,LJRT12389HS051111,2018/1/1 0:00,2018/12/31 0:00,挂车,广州潮荣汽检发展有限公司
2018071004566,粤AE84Y3,LN86DCBF8GA042706,2017/9/3 0:00,2018/9/2 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071004567,粤AV068Q,LVSHCFAE59F394941,2017/8/28 0:00,2018/8/27 0:00,小型汽车,广州市外运机动车检测有限公司
2018071004568,粤A42B71,LKHBE27L96AJ09193,2018/1/23 0:00,2019/1/22 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004569,粤A1RA23,LGBF5AE04FR338492,2018/6/26 0:00,2019/6/25 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071004570,粤ARN380,LVGBE42K57G110900,2018/1/5 0:00,2019/1/4 0:00,小型汽车,增城市新塘机动车检测站
2018071004571,粤AD0U69,LVSHCFAE0BF737256,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广东大路机动车检测有限公司
2018071004572,粤A9T8R1,LHGRB189172016030,2017/8/23 0:00,2018/8/22 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071004573,粤AS070Z,LGB2A6E31AZ044834,2017/8/3 0:00,2018/8/2 0:00,小型汽车,广州市万众汽车检测有限公司
2018071004574,粤AB171,LJ17VA30440722008,2018/2/5 0:00,2019/2/4 0:00,警用汽车,广州市冠新机动车安全检测有限公司
2018071004575,粤A8V7M5,LSJA16E33AG023660,2018/1/24 0:00,2019/1/23 0:00,小型汽车,广州市大康机动车检测有限公司
2018071004576,粤AB3L86,LFV3A24F0B3007240,2018/6/27 0:00,2019/6/26 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004577,粤AE898L,LHGCM462252000004,2018/1/23 0:00,2019/1/22 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071004578,粤A626R7,WDDNG56X38A228279,2018/2/22 0:00,2019/2/21 0:00,小型汽车,广州广保安车辆检测有限公司
2018071004579,粤A008WX,LFMBE22DXA0219438,2017/8/25 0:00,2018/8/24 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071004580,粤A441JJ,LS4AAB3R0AA108039,2017/8/4 0:00,2018/8/3 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004581,粤AQ796K,LSVCE23TXC2032847,2017/8/7 0:00,2018/8/6 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004582,粤AN758T,LFMAP22C5B0280162,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071004583,粤A350Q9,LFMBE84B880088924,2017/10/1 0:00,2018/9/30 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004584,粤AT270J,LFV2A1152B3561235,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004585,粤AR5Z98,LBERCADB0CX272248,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071004586,粤AS8177,LGGR2A133FL925057,2017/8/8 0:00,2018/8/7 0:00,大型汽车,广州市南英机动车辆检测有限公司
2018071004587,粤A8RM70,LVGBH42K1FG841278,2018/6/17 0:00,2019/6/16 0:00,小型汽车,广州市普安机动车检测有限公司
2018071004588,粤AS2Q95,LBELMBKC9CY172065,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004589,粤AT862W,LFMGJE727AS002587,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071004590,粤AR378N,LFMGJ27279S218868,2017/7/17 0:00,2018/7/16 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004591,粤A2FH23,LZWDAAGA7E7057021,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071004592,粤AD76B4,LGXC76C3XG0077649,2018/6/16 0:00,2019/6/15 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004593,粤A50Q55,LVSFCAME37F121466,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004594,粤AJ702D,LFMBE22D890174608,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071004595,粤A4365P,LGBK22E75AY121459,2018/2/27 0:00,2019/2/26 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071004596,粤AK9668,LL3ACADE1CA002029,2017/9/20 0:00,2018/9/19 0:00,大型汽车,广州市番通汽车检测有限公司
2018071004597,粤A199HJ,LS4AAB3R7AA533872,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004598,粤A8070N,LSGJR52UX5S147837,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广州番骏机动车检测有限公司
2018071004599,粤AH2031,LA6R4FSC2AB302035,2018/3/11 0:00,2019/3/10 0:00,大型汽车,广州市安运机动车检测站有限公司
2018071004600,粤AV190F,LBEMCACA1AX190772,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071004601,粤AQ1T27,JTDBE30K000294884,,,小型汽车,广州市泽贤汽车检测有限公司
2018071004602,粤A7B7F3,LJ16AA33XB7021298,2017/8/19 0:00,2018/8/18 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004603,粤A3RR41,LBEEFAGA8FX354905,2018/6/4 0:00,2019/6/3 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071004604,粤A7973G,WP1AC2922CLA83878,2017/12/12 0:00,2018/12/11 0:00,小型汽车,广州市外运机动车检测有限公司
2018071004605,粤AE089B,LVFAD1AD9AG024047,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004606,粤AN9377,LVBV4JBB4EJ040827,2017/7/16 0:00,2018/7/15 0:00,大型汽车,广州市泽贤汽车检测有限公司
2018071004607,粤A319VW,LFMAPE2C1A0900263,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071004608,粤AD48N7,LEFYECG27GHN48720,2018/6/29 0:00,2019/6/28 0:00,小型汽车,广东大路机动车检测有限公司
2018071004609,粤A84271,LGG1B3GB35P000339,2018/2/19 0:00,2019/2/18 0:00,大型汽车,广州华工机动车检测技术有限公司
2018071004610,粤AV689X,LGBH1AE039Y087270,2018/5/22 0:00,2019/5/21 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004611,粤ADU356,LGWEG2G736C002646,2018/2/27 0:00,2019/2/26 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071004612,粤AY568A,LFV4A24F893032417,2018/6/13 0:00,2019/6/12 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071004613,粤AR0Z86,LHGRB3809C8020153,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004614,粤AJ776Z,LVHRE2853A5000172,2017/9/12 0:00,2018/9/11 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071004615,粤A28L57,LHGGD864472025516,2018/5/7 0:00,2019/5/6 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004616,粤AJD009396,L58ZC4D94JD009396,2018/6/6 0:00,2019/6/5 0:00,大型汽车,广州市升平机动车检测有限公司
2018071004617,粤AG106U,WBAKB2100BC675794,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州市荔江机动车检测有限公司
2018071004618,粤A7D3B1,LVHFA165595064544,2017/9/28 0:00,2018/9/27 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071004619,粤A9FB18,LEFYPCG27EHN11741,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州市万众汽车检测有限公司
2018071004620,粤AX513R,LDCA13R4XB2055857,2017/9/3 0:00,2018/9/2 0:00,小型汽车,广州怡乐机动车检测有限公司
2018071004621,粤AB8N58,LSGJA52U3BS163445,,,小型汽车,广州市集威汽车检测有限公司
2018071004622,粤AD1Z70,LGBL2AE07BS032286,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071004623,粤LAD367,LGBG22E027Y086302,2017/7/25 0:00,2018/7/24 0:00,小型汽车,广州市途进汽车检测有限公司
2018071004624,粤A611953,LSCBB13E0JG611953,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071004625,粤A5D2Z6,LSCBBN3R5HG613749,2017/9/4 0:00,2018/9/3 0:00,小型汽车,广州新笃机动车检测有限公司
2018071004626,粤AE4Q51,LS4BDB3D3BF019330,2017/8/19 0:00,2018/8/18 0:00,小型汽车,广东粤港机动车检测有限公司
2018071004627,粤AD0161,LSYHGABF89K051267,2017/9/21 0:00,2018/9/20 0:00,大型汽车,广州保兴车辆检测科技有限公司
2018071004628,粤A663WX,LSVUD65N9A2885279,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071004629,粤AC885,LFV2A2BS4H4649247,2017/8/24 0:00,2018/8/23 0:00,教练汽车,广州番骏机动车检测有限公司
2018071004630,粤A2138Q,L6T7524S56N026758,2017/7/27 0:00,2018/7/26 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071004631,粤BD0M89,LFPH5ABC059024996,2017/7/13 0:00,2018/7/12 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004632,粤N09992,LFMAPE2C6C0380564,2018/6/21 0:00,2019/6/20 0:00,小型汽车,广州科韵汽车检测有限公司
2018071004633,粤A695U1,LVGDA46A39G004423,2017/7/23 0:00,2018/7/22 0:00,小型汽车,广州市顺通机动车检测有限公司
2018071004634,粤A250Q1,LHGGE877792004264,2017/8/8 0:00,2018/8/7 0:00,小型汽车,广州市巽安汽车检测服务有限公司
2018071004635,粤A5111P,YV1LFA2DXG1028419,2017/8/14 0:00,2018/8/13 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071004636,粤A393TP,WBAKB2100BC685435,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州市大康机动车检测有限公司
2018071004637,吉ASK087,JTEBX9FJXCK068030,2018/6/29 0:00,2019/6/28 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004638,粤RN9179,LJNMDV1EXEN046064,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州市集威汽车检测有限公司
2018071004639,晋MP3196,LVHFA1631B5057269,2017/8/23 0:00,2018/8/22 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071004640,粤A1FQ41,LSVT91333DN574533,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071004641,粤A015R0,LVHRE489385034377,2017/8/28 0:00,2018/8/27 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071004642,粤AS927B,LGXC16DF9A0171863,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004643,粤AN003L,LGBF1DE059R180424,2018/7/28 0:00,2019/7/27 0:00,小型汽车,广州市大康机动车检测有限公司
2018071004644,粤AK1672,LA6R1DS96CC302487,2017/9/26 0:00,2018/9/25 0:00,大型汽车,广州市安运机动车检测站有限公司
2018071004645,粤J50S87,LJ166A330G7007788,2018/6/30 0:00,2019/6/29 0:00,小型汽车,增城市新塘机动车检测站
2018071004646,粤AM59Q6,LWLNKA5VXHL052645,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广东粤港机动车检测有限公司
2018071004647,粤A1H0W1,LVGBM51KXHG727933,2017/7/27 0:00,2018/7/27 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004648,粤ABG958,LDNE38YP920042587,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071004649,粤AD5709,LA6R1CS919BA01234,2018/6/30 0:00,2019/6/29 0:00,大型汽车,广州市升平机动车检测有限公司
2018071004650,粤A518MA,LVGBH42K1AG419908,2018/6/26 0:00,2019/6/25 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004651,粤A5AJ63,LVGBF53K3CG055715,2017/8/28 0:00,2018/8/27 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004652,粤AB1Z17,LVSHCFAE7BF683406,2018/5/21 0:00,2019/5/20 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071004653,粤A816XS,WBASN2105AC533110,2017/9/24 0:00,2018/9/23 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071004654,粤AE85W6,LZWADAGA5G6089596,2017/8/8 0:00,2018/8/7 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004655,粤A8829Q,JTDBE30K000086455,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071004656,粤AC7N81,WDCCB6FE4AA110181,2017/7/17 0:00,2018/7/16 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071004657,粤AD8P66,LZWADAGA2B4533618,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071004658,粤AJ3205894,LJ11R4DH9J3205894,2018/1/1 0:00,2018/12/31 0:00,大型汽车,广州市顺通机动车检测有限公司
2018071004659,粤A236JF,LJDFAA14XA0117194,2017/10/17 0:00,2018/10/16 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071004660,粤A003ZH,LBEXDAEB39X784744,2017/9/19 0:00,2018/9/18 0:00,小型汽车,广州市荔江机动车检测有限公司
2018071004661,皖C91596,LS4BDB3DXAF060178,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广州市顺锦汽车检测服务有限公司
2018071004662,粤AM070U,LSGPC52U9CF102311,2017/10/22 0:00,2018/10/21 0:00,小型汽车,广州市巽安汽车检测服务有限公司
2018071004663,粤A1RR34,LBEEFAGA7FX354989,2018/6/4 0:00,2019/6/3 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071004664,粤AC152F,KL1CM6D16BC602854,2017/7/25 0:00,2018/7/24 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004665,粤AF7680,LNYAEDA3XAK502809,2017/7/28 0:00,2018/7/27 0:00,大型汽车,广东粤旅汽车检测有限公司检测站
2018071004666,粤AZ3V33,LFV3A28K1B3035037,2017/12/13 0:00,2018/12/12 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004667,粤AE8T28,LGBG22E099Y190949,2017/7/14 0:00,2018/7/13 0:00,小型汽车,广州市安华机动车检测有限公司
2018071004668,粤MUE519,LGBH1AE066Y012588,2017/9/23 0:00,2018/9/22 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071004669,粤A2024L,LGB2AAE33EZ087113,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州市大康机动车检测有限公司
2018071004670,粤A1FX57,LSVT91339DN574536,2017/8/23 0:00,2018/8/22 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071004671,粤A634QL,LFMARE2C3B0309511,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广东粤港机动车检测有限公司
2018071004672,粤AB530F,LS4AAB3R9AA557378,2018/2/10 0:00,2019/2/9 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004673,粤AWM999,LTVBG864060063265,2018/7/10 0:00,2019/7/10 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071004674,粤AC985V,LHGGM2652B2078018,2017/8/17 0:00,2018/8/16 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004675,粤A116C9,LZWACAGA572071500,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071004676,粤A93Q80,LGBK22E597Y006306,2018/6/27 0:00,2019/6/26 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071004677,粤A418B0,LGXC16DGX70224412,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071004678,粤KZQ265,LJDHAA121A0011370,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071004679,粤AS0W90,LJNMDV1E8CN037277,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广州市园林水荫机动车检测站
2018071004680,粤A282UM,LFMBEC4D2B0045613,2018/7/2 0:00,2019/7/1 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071004681,粤ALN455,JTDBE30K653046984,2017/8/24 0:00,2018/8/23 0:00,小型汽车,广州怡乐机动车检测有限公司
2018071004682,粤AM79Y0,LHGGM2657B2081660,2017/9/26 0:00,2018/9/25 0:00,小型汽车,广州广保安车辆检测有限公司
2018071004683,粤AC2B26,LHGRB3824B8028306,2017/9/7 0:00,2018/9/6 0:00,小型汽车,广州市普安机动车检测有限公司
2018071004684,粤AR6M15,JTHBF30G730119723,2017/9/1 0:00,2018/8/31 0:00,小型汽车,广州市天河安利汽车检测中心
2018071004685,粤MQ3205,LHGRB3863C8014644,2018/6/27 0:00,2019/6/26 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071004686,粤A816UJ,LHGCP2646B8014316,2017/7/23 0:00,2018/7/22 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071004687,粤A7BK91,SALAN24408A445609,,,小型汽车,广州新笃机动车检测有限公司
2018071004688,粤AL93Y0,LFMG1E726GS010026,2017/8/29 0:00,2018/8/28 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071004689,粤A7N070,JTDBH30K500002623,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市嘉保车辆检测技术有限公司
2018071004690,粤A0444S,LVSHCAAE19F393661,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071004691,粤A637JD,LGBK22E77AY125593,2017/8/22 0:00,2018/8/21 0:00,小型汽车,广州市交海汽车检测有限公司
2018071004692,粤A93B36,LBEXDAFB76X323475,2017/8/10 0:00,2018/8/9 0:00,小型汽车,广州穗安环保科技发展有限公司
2018071004693,粤A8L5D7,LGDKD21B3BG100628,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市嘉保车辆检测技术有限公司
2018071004694,粤A5EM64,LGDCH91G3EA127199,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071004695,粤AS9W81,LGBG22E08CY526632,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071004696,粤AD42G2,LSGUD84XXGE018132,2018/6/24 0:00,2019/6/23 0:00,小型汽车,广州市普安机动车检测有限公司
2018071004697,粤A4Y502,JTDBE30K900201618,2018/7/2 0:00,2019/7/1 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071004698,粤A641HE,LVCP2FVA29A005414,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广州骏朋汽车检测服务有限公司
